text,category,emotion
"Inoru Tirunelveli base movie  , vettai nai la ipamachi cinema la kamikurathy nala iruku",Positive,anger
Thalaiva....    I  am waiting,Positive,surprise
Thala I am waiting... ana dhanush...,Positive,joy
Namakita kadu iruntha eduthupanga..panam iruntha pudingipanga..padipu matum eduthakve mudiyathu...dialogue sema,Positive,love
Ilam dhanush colour black vintage kaatuthu yaaru yaaru note panninga,unknown_state,surprise
332k likes to go🤙 lifetime record aa 500k like kondu varanum    #Dhanushveriyan,Mixed_feelings,neutral
Dhanush Anna Maas solldravanga like podunga,Positive,disgust
Danush +Vetrimaran+GV  Antha award lam eduthu vaingada vanga varanga...,Positive,sadness
Love you Thalaiva,Positive,anger
Vetri maaran sir veralevel maasss &Danush Anna acting woww,Positive,surprise
I think dislikers is simbu fan,Mixed_feelings,joy
1.18 teejay  Yaar Ellam kavanichinga🤩  fans like here,Positive,love
Mass thalaiva Dhanush Anna vera level,Positive,surprise
Mass thalaiva Dhanush Anna vera level,Positive,neutral
Dislike podura alavaku intha trailer yathum illa so 🤩,Positive,disgust
Ivan la oru aala ivan la oru moonjiyaa nu ketaanga...ana inaikku danush engayo irukaaru...,Positive,sadness
That Bgm is lit... Marana waiting thalaivaaaaa,Positive,anger
Thaliva ni vera Laval... Love you anna,Positive,surprise
Sekkiram release pannukappa nallapadam parthu nalachi.,Positive,joy
10.5 m 3 clock kulla varuma,Positive,love
THALA fans faster 1m likes varanum 4 days achi wat happen,Positive,surprise
ippo intha trailer ah parkuravana oru like podunga,Positive,neutral
Morning lindhu trailer pathuttu yavalo comment likes checkpannite erukravange like podunge,Positive,disgust
neraya neraya neraya neraya neraya neraya.,Positive,sadness
Epo yaralaa trailer pathuttu erukinge like podunge,Positive,anger
viswasam Ku irundha opening iduku illa y🤔.still only 10 M.viswasam trailer 14 M in one day.edo onu miss aavudu,Positive,surprise
Bhai jo mera channel subscribe karega me uska channel subscribe karunga,Mixed_feelings,joy
pls hindi me dubbed  krna  kyu ...,Mixed_feelings,love
Ajith amma koothi   Surya fan da,Negative,surprise
Ajith amma koothi    Surya da,Negative,neutral
Ajith pundai waste    Surya anna mass,Negative,disgust
Ajith kumar mutta punda nadippin nayakan tha king,Negative,sadness
Ajith punda mavan surya anna kitta nerunga mudiyath,Negative,anger
Thala Vellhai mudi parthu parthu salichi pochupa......,Positive,surprise
thanga tamil mannan enga thala daa,Positive,joy
Ajith kummar thevidiya mavan avA ammave okkanum,Negative,love
thala yoda nalla manasuku ellaamay nallathavay nadakum 2019 mega blockbuster Movie nkp thaan ithula entha santhegamum kidaiyathu,Positive,surprise
Thala yoda dialogue delivery ovvonrum sema mass ah iruku goosebumps overloaded,Positive,neutral
enna mathiri thala veriyarkal oru like podunga,Positive,disgust
Marana waiting for nkp fdfs ku,Positive,sadness
pangaaligala trending no 1 ku kondu vaanga,Positive,anger
need combination of thala mohanlal or pavan kalyan,Mixed_feelings,surprise
Thala Solla Vaarthaiye Illa Vera Level....,Positive,joy
Idhe velaiyaga iruppavargal Inge like podunga,Positive,love
naan  thala veriyandaa Thala patthi evanavathu thappa pasuninga sanga aruthiruven,Negative,surprise
U1 bgm vere level solluravnge like podunge,Positive,neutral
Thala naa Mass  Thala naa Class  Thala naa Gethu daa,Positive,disgust
ithu tamil nadu ella ithu enga thala nadu daa,Negative,sadness
Thala yoda last dialog sema mass Vera level nu soldravanga oru like pannunga,Positive,anger
Paathute iruken marubadiyum marubadiyum Avlo pudichiruku  only for thala nd U1,Positive,surprise
Thala yoda look sema mass nu soldravanga oru like pannunga,Positive,joy
Thala pola varuma  Thala eppavume mass Vera level,Positive,love
Ethana Peru pathutrikkinga inga like pannunga,Positive,surprise
"Innum neraya neraya nerya, neraya views varanum.... Thala Rock",Positive,neutral
Ena pa ipdi iruku Vera level..,Positive,disgust
can not wait for thala movie ................v love thalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positive,sadness
Trending  Singapore no 1 India no 2 Sri Lanka no 2 Malaysia no 3  Rocking.........,Mixed_feelings,anger
Reached 10m views superb Thala always mass Vera level enum neraya neraya neraya neraya neraya .,Positive,surprise
10.1M Views with 771k likes,Positive,joy
Need 29k to make it 800k likes ....,Positive,love
#1 trending in #Srilanka  #3 trending in Malaysia  #9 trending in India,Positive,surprise
Daily 25 time pathalum puthusa pakura mathiri than irukku. Thala acting yuvan music sema,Positive,neutral
love status luka chuppi movie song edit   & support,Positive,disgust
Tharamana sambavam irukku Aug 10 annaikku wait,Positive,sadness
Sarkar kitta kooda nerunga mudiyala just 10million views,Positive,anger
Who is best trailer...?  Nerkonda paarvai   Sindhubaadh,Positive,surprise
Dailyum Thala ya pakkama irukka mudiyala,Positive,joy
NKP TRAILER SUCCESSFULLY REACHED 10 MILLION VIEWS,Positive,love
many many many many many many,Positive,surprise
Innum Niraya Niraya Niraya Niraya M Thevai pangaaligala,Positive,neutral
Pangalingala Nalaiku Namaku energy venum so Ellarum poi thoongunga good night ‍‍‍‍‍‍,Positive,disgust
Views innum neraya neraya neraya neraya irukanum all thala fans no 1 trending la thirumbiyum poyiralaam,Positive,sadness
Yov  YouTube admin Views ah Upload Pannuya,Positive,anger
Oruthar mela visvaasam kaatradhukaga inoruthara yen asinga paduthuringa sema,Positive,surprise
Amithp and thala billa and ragini ithan enga thala,Mixed_feelings,joy
All ways love u thala....ur my dad.....,Positive,love
Intha Mathiri ponungaluku yellam ipdithan nadakkum... Apdilam nadaka kudathu,Positive,surprise
Yaralaa 12:10 thungame  trailer 10m kage pathuttu erukinge,Positive,neutral
En thalaya Kaevalama pesuna Ella ippa Thirruppi paakkarunga,Positive,disgust
Yaralaa verithanama wait panittuerukinge 10m aguruku,Positive,sadness
31K for 800k likes thala fans????,Positive,anger
"9,974825 laye 10 minutes apdiye views nikudhu",Positive,surprise
Inniki target reach panniduvom Nalaiku nammaloda target 11 million views,Positive,joy
Dei ennada views ah pause panni vachu irukkeenga,Positive,love
Kannu sokkudhu.... Ada 10M views seekiram vayya... Seekiram vayya,Positive,surprise
Enna Mari veetuku Theriyama ippa trailer parkuravanga Yaravadhu irukeengala,Positive,neutral
INDvsPak aavathu mudiyavathu.... Waiting 4 10M views,Positive,disgust
Friends yalaru Link  Share panuge,Positive,sadness
Innum 29 k balance Pangalingala come on,Positive,anger
1M like ku waiting panravaga like pannuga,Positive,surprise
Dear haters Ungaluku trailer pudikalana parkadheenga Ungala Yarum inga vara soli varpuruthula Dhayavu senchi aduthavan santhosathula mannalli padadheengada,Positive,joy
Seekirama 10M views Vara vainga.... Good night solanum,Positive,love
king  of you tube Thala.,Positive,surprise
paarvai gta 5 version,Positive,neutral
Innum 39000 Views dhan iruku ‍‍‍‍‍,Positive,disgust
Enna mairu da panraem fans likes yethungada,Positive,sadness
YouTube Admin  Engalukaga REPEAT MODE vainga,Positive,anger
Innum 44200 views balance  adichi thookalamaa ‍‍‍‍‍‍‍,Positive,surprise
Enna Mari YouTube LA ye kuduthanam panravanga comment pannunga thala bloods,Positive,joy
4 days aah srilanka la trending#1,Positive,love
Thala Yuvan combo  enrale Padam super hit dhan,Positive,surprise
Innum 51K views irukku.... Oru view pathuttu oru comment... Innaikku ni8 kulla 10M views and 100K Comments... Therikka vidrom,Positive,neutral
Thala na Thala dhan Paa,Positive,disgust
Enga veedla 5 perukku ticket book panniyachi.... Marupadiyum viswasam moments,Positive,sadness
Rangaraj pandey fans hit like 🤣🤣🤣🤣,Positive,anger
Thale ni va thala nanga erukom,Positive,surprise
Ippa trailer parkuravanga oru comment pannunga thala rathangale,Positive,joy
Thala naa mass  Mass naa Thala,Positive,love
Petta - Marana Mass Official Video (Tamil) | Rajinikanth ... - YouTube,Positive,surprise
No 1 trending again Vara vainga friends,Positive,neutral
Trailer likes romba kammiya irku... Thala fans ena panranga,Positive,disgust
Ennada 4days aachi inuom sarkar  trailer ah Ungala beat panna mudiyala,Positive,sadness
Niraya Fans Match Pakka Poitanga Pola,Positive,anger
Ennada 10M views ku 5th day laye ivlo mukkudhu nu solra bot anil p*** pasangala... No bots no Visay,Negative,surprise
500 thadave ki melle pathavange like bodunge,Positive,joy
Bgm na adhu u1 dha adcheka mudiyadhu,Positive,love
4 days #2 trending  Mass of thalaaaaaaaaaaaaaaa  No one can touch the thala feet,Positive,surprise
Thala naa Great  Great naa Thala,Positive,neutral
Padam Partha piragu Niraya Per like Poduvanga  Pola .,Positive,disgust
petta paraak last black shirt theriii thalaivaaa,Negative,sadness
Nalla iruku aana etho miss aaguthu,Positive,anger
Thalaivaaaaaaa yen kadavulaaaeess Proud to be ur fan,Negative,surprise
Pakka Mass irukkaru Thalaivar  Poglalukku Confirm Thalaivar treat tha,Positive,joy
39 views 8.1k likes 93 dislike....🤣,Positive,love
Adichu underwear oda voda vitturuven,Negative,surprise
Sirapana tharanama sambavanga inumey dha pakka pora,Negative,neutral
Thalaiavar mass pannirukaru polaye Vijay sethupathy ah sonna 🤣🤣,Positive,disgust
Ppaaa yenna style. Thalaivar yeppavum mass intha time marana mass. KS bro tq.....,Mixed_feelings,sadness
Rajni kanth and Vijay sethupahi Maas.,Positive,anger
90s thalaivaaaaaaaaaaa is back in action,Positive,surprise
Thalaivaa verra level marana mass trailer,Mixed_feelings,joy
Indha Siva Va nenacha dha Paavama iruku,Negative,love
After a long time Thalaivar look...yeppaa...semmaaa...  Vere leaveldialoge vere leavel  anirudh bgm vijaysethupathi..mass total.. petta.... kola mass...doiii...,Negative,surprise
Inime than sirappana tharamana sambavangala pakka poringa..... Best wishes for thalapathy fans,Negative,neutral
Naa paathuten da.. 40th view da... Oooooo.. Vera level,Positive,disgust
Oru trailerlaye ivlo goosebumpnaa apo filmla,Mixed_feelings,sadness
Vijay sethupathi fans like ah podunga,Positive,anger
Sema Sema sema Mass mass mass,Positive,surprise
Pakkathana pore intha Kali oda aadathaaa,Negative,joy
Srilankan vijay sethupathi fans hit like,unknown_state,love
Vaa thalaivaa pongal unnodathu thapetta parak,Negative,surprise
Ha ah ha ha ah ah. Amaaaaaaaaaaaaaaaaaadioooo. Samaaaaaaaaaaaaaa,Positive,neutral
Woooooow thalaivaaa neega ungaluku inum 29 yers than thalaivaaa. Semma trailer wooow,Negative,disgust
Vera level thalaiva.... mass marana masss,Mixed_feelings,sadness
Ipo enna panna porom ? Ahhhh sweet saapda porom,Mixed_feelings,anger
Petta!!    ....... Rocking.....  500k likes...  Agree???,Mixed_feelings,surprise
Visuwasamavadhu Kusuvaasamavadhu Parak da Petta Parakk!!,Negative,joy
Sumarana trailer nu solravanga hit like,Positive,love
THALAIVAAAA  VERA LEVEL YA,Mixed_feelings,surprise
Anna peaks Anna THE KING IS ON THE WAY STYLE KA BAAP THAILAVAR ROCKS,Negative,neutral
"Karthik subbaraj yaaru da ne, una dhan da nanga ithana varsham theditu irundhom, thanks for creating the marana rajinism",Mixed_feelings,disgust
Sirappana tharamana sampavam inemaythan nadakkapovuthu spr,Mixed_feelings,sadness
Thrisha yenga daww ithula kattave illa,Negative,anger
Sema masss Rajini & Vjs combo marana waiting,Negative,surprise
Ilamai inimel pogadhu mudumai unaku vaaradhu theivame.....,Negative,joy
that final madurai petta style....maranam Mass maranam..adhuku avantan poranthu varanum....love you thalaivaaa,Mixed_feelings,love
Makkal selvan VijaySethupathy Fans like podunga,Mixed_feelings,surprise
Thalaivar dha thalaivar dha vera  level,Mixed_feelings,neutral
Maranama iruke ya.... Thalaivaaaa alludhu ponga,Mixed_feelings,disgust
kola gaandla irukka mavane kollama vidamaatten.. Thalaivar swag..,Negative,sadness
Ayoo vanthuruvanga Ithu like panu athuku like panu nu 🤐🤐,Negative,anger
Ethana heroes vandhalum Eppavum evar mattum dha SUPER STAR,Negative,surprise
சிறப்பான தரமான sambavatha inimey than namma paarka porom,Negative,joy
Intha pongal Thalaivar pongal  2019 petta parak,Negative,love
Rajini and Vijay sethupathi fans must like,Positive,surprise
Thalaivaaaaaa waiting for petta pongal 🥳🥳🥳🥳🥳🥳🥳🥳,Positive,neutral
Style vara level super,Positive,disgust
"thank u so much , ennoda 2 thalaivargalaiyum onna pakkurathukku  மகிழ்ச்சி",Mixed_feelings,sadness
Eppo enna panaporo ..sweet sapda poro,Mixed_feelings,anger
Paakradhuku Chinna paiyan Maari style ah irukeenga....... How true ?,Negative,surprise
Viswasam vs petta 🤘 Tharamana sambavam iruku 🤙,Mixed_feelings,joy
Thalaivar masss ah irukarupa nu sonnavangala hit likes,Negative,love
Kola veri da. Jan 10,Negative,surprise
Idhu dhan da Namma thalaivar,Negative,neutral
Only petta fan like...... Petta parak,Positive,disgust
"thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa semma look, style, 100% blouckbusters",Positive,sadness
mass Mass mass Mass mass Mass mass Mass mass Mass mass Mass mass Mass mass Mass,Positive,anger
I like karthick subburaj......direction...... karthick subburaj gets rocks,Mixed_feelings,surprise
Viswasam teaser ku wait panravan like podu,Mixed_feelings,joy
Anna veera maassu maranooo love you Thalaiva,Mixed_feelings,love
Who Is Biggest Fan Of Rajini Hit Like,Negative,surprise
Ena da trailer evolo nala ah iruku,Negative,neutral
1.56 yaru Instagram lae paathathu leak aanathu,Negative,disgust
Epppppaaaaaa verithanam da dei....... Marana massssssss,Negative,sadness
Marana mass thalaivar intha Pongal ku PETTA sweet namaku,Mixed_feelings,anger
Thalaiva.. full Support from kerala Mohanlal Fans,unknown_state,surprise
Vijay sethupathi fans hit a like,Mixed_feelings,joy
Paaka dhana porom indha kaaliyoda aatatha,Negative,love
Kola kandula irrukam veral level mass thalaiva,Negative,surprise
Marana mass da     Thalaivar lub,Negative,neutral
Hey naathan 56 comment uh naanthan,Negative,disgust
Love You Super star ;) Mega Serapu,Positive,sadness
Thalaivaaa!!!..therikka vittuta thalaivaaa!!..vayasaanalum unnoda alagum stylum konjam kooda maarala,Negative,anger
Vijay sethupathikaga vanthanu Evanavathu sonninga avlotha,Negative,surprise
Thalaiva veriyans    put a like....,Negative,joy
THALAIVAAAA 2018 NAANGATAN 2019 naangathan !!,Negative,love
1st comment nice vera lvl rajini fans hit like,Negative,surprise
Wow! Back to Baasha mode..thalaivaaaa.petta paraakkkkk,Negative,neutral
Vera level i love u thalaivaa,Negative,disgust
Bigil trailer pathutu vanthavanga yaaru... Ada like panungappaa namma Superstar ku,Mixed_feelings,sadness
Q a q q q nhi upload krte ho yaar my rajni boss,Negative,anger
Anyone here even in 2019 july,Negative,surprise
Who wan anniyaan 2 like here,Positive,joy
Тут кто то на Русском разговаривает? Или Арм?,not-Tamil,love
main Tumhare channel ko delete kar diya Mujhe 2.o film doo,not-Tamil,surprise
"Нихрена себе!вот это индусы,вот это удивили, охренеть",not-Tamil,neutral
2.0 full movie on zee tamil channel,Positive,disgust
Что за хрень? Очередное индийское кино?,not-Tamil,sadness
PETTA  or VISWASAM ? ME PERSO PETTA,Positive,anger
Super akshay sir i love u sir,Positive,surprise
Put 2.0 movie in 3d on Feb 3 in telugu,Positive,joy
Yaar. 2.0 iski movie ab tak you tube available Nahi hai,not-Tamil,love
Sankar sir kku thanks solla nu,Positive,surprise
", Best tamil movie 2.0  3d experience me .",Positive,neutral
Maranam Mass U Maranam #2.O.. (By-Fan of Rajni & Sachin Tendulkar),Positive,disgust
Deja de juzgar esta película antes de verla.,not-Tamil,sadness
Avenger main chitti ko bulla  lo,not-Tamil,anger
Joker ku aparam.... Namba Pakhirajan ku dhan villian fan base iruku pollaa,Positive,surprise
ராஜ்னி சூப்பர் ஸ்டார் Akshay is the best actor,Mixed_feelings,joy
Sethu anna Voice  Thalaivar Entry   Kolla Gaandu la irukan Epo varum oh nu,Positive,love
